order_id,user_id,order_amount,total_items,payment_method,created_at
1240,985.00,328.00,2,credit_card,3/9/17
1241,953.00,127.00,1,cash,3/24/17
1242,723.00,354.00,2,credit_card,3/22/17
1243,938.00,164.00,1,debit,3/30/17
1244,920.00,134.00,1,cash,3/9/17
1245,999.00,312.00,2,debit,3/17/17
1246,762.00,156.00,1,cash,3/15/17
1247,763.00,296.00,2,debit,3/26/17
1248,722.00,196.00,1,cash,3/29/17
1249,883.00,155.00,1,cash,3/25/17
1250,861.00,420.00,3,debit,3/6/17
1251,959.00,386.00,2,cash,3/30/17
1252,995.00,504.00,3,cash,3/26/17
1253,784.00,146.00,1,cash,3/26/17
1254,930.00,272.00,2,debit,3/15/17
1255,753.00,368.00,2,cash,3/4/17
1256,972.00,168.00,1,cash,3/4/17
1257,942.00,935.00,5,credit_card,3/12/17
1258,934.00,173.00,1,credit_card,3/7/17
1259,725.00,190.00,1,debit,3/15/17
1260,775.00,77175.00,3,credit_card,3/27/17
1261,819.00,262.00,2,credit_card,3/1/17
1262,791.00,330.00,2,debit,3/25/17
1263,791.00,142.00,1,credit_card,3/3/17
1264,941.00,234.00,2,debit,3/21/17
1265,715.00,294.00,2,debit,3/1/17
1266,971.00,153.00,1,credit_card,3/2/17
1267,718.00,146.00,1,cash,3/11/17
1268,798.00,290.00,2,credit_card,3/1/17
1269,771.00,356.00,2,debit,3/11/17
1270,992.00,524.00,4,credit_card,3/12/17
1271,743.00,294.00,2,cash,3/1/17
1272,824.00,260.00,2,cash,3/5/17
1273,977.00,195.00,1,credit_card,3/3/17
1274,809.00,254.00,2,debit,3/20/17
1275,861.00,101.00,1,credit_card,3/26/17
1276,946.00,133.00,1,debit,3/4/17
1277,818.00,94.00,1,credit_card,3/9/17
1278,714.00,173.00,1,cash,3/18/17
1279,766.00,346.00,2,credit_card,3/15/17
1280,871.00,180.00,2,cash,3/26/17
1281,980.00,147.00,1,credit_card,3/4/17
1282,871.00,177.00,1,cash,3/26/17
1283,936.00,195.00,1,debit,3/7/17
1284,909.00,202.00,2,debit,3/1/17
1285,981.00,266.00,2,cash,3/27/17
1286,941.00,528.00,3,cash,3/28/17
1287,774.00,160.00,1,debit,3/20/17
1288,959.00,114.00,1,cash,3/7/17
1289,901.00,101.00,1,cash,3/27/17
1290,895.00,272.00,2,cash,3/22/17
1291,711.00,316.00,2,cash,3/7/17
1292,945.00,468.00,3,credit_card,3/13/17
1293,727.00,177.00,1,cash,3/16/17
1294,993.00,326.00,2,credit_card,3/1/17
1295,991.00,153.00,1,credit_card,3/6/17
1296,983.00,153.00,1,debit,3/16/17
1297,707.00,163.00,1,credit_card,3/29/17
1298,852.00,160.00,1,debit,3/6/17
1299,858.00,516.00,4,cash,3/1/17
1300,965.00,354.00,2,credit_card,3/9/17
1301,743.00,116.00,1,debit,3/22/17
1302,873.00,165.00,1,debit,3/8/17
1303,948.00,459.00,3,debit,3/12/17
1304,783.00,268.00,2,cash,3/13/17
1305,931.00,187.00,1,debit,3/12/17
1306,987.00,465.00,3,cash,3/30/17
1307,809.00,584.00,4,cash,3/22/17
1308,957.00,344.00,2,cash,3/16/17
1309,940.00,420.00,3,credit_card,3/24/17
1310,940.00,312.00,2,debit,3/8/17
1311,894.00,160.00,1,debit,3/18/17
1312,984.00,322.00,2,credit_card,3/25/17
1313,927.00,531.00,3,credit_card,3/20/17
1314,827.00,163.00,1,cash,3/25/17
1315,741.00,588.00,3,cash,3/19/17
1316,763.00,260.00,2,cash,3/6/17
1317,968.00,145.00,1,debit,3/2/17
1318,852.00,312.00,2,cash,3/23/17
1319,958.00,402.00,3,cash,3/9/17
1320,763.00,258.00,2,debit,3/5/17
1321,871.00,187.00,1,cash,3/28/17
1322,971.00,224.00,2,cash,3/22/17
1323,767.00,351.00,3,cash,3/14/17
1324,788.00,320.00,2,credit_card,3/29/17
1325,838.00,116.00,1,cash,3/13/17
1326,835.00,316.00,2,credit_card,3/14/17
1327,944.00,354.00,3,credit_card,3/17/17
1328,716.00,368.00,2,cash,3/29/17
1329,736.00,704.00,4,debit,3/5/17
1330,709.00,338.00,2,debit,3/19/17
1331,706.00,162.00,1,cash,3/18/17
1332,788.00,320.00,2,credit_card,3/10/17
1333,829.00,163.00,1,cash,3/13/17
1334,844.00,181.00,1,credit_card,3/7/17
1335,764.00,160.00,1,cash,3/17/17
1336,733.00,244.00,2,cash,3/22/17
1337,811.00,133.00,1,cash,3/24/17
1338,705.00,480.00,3,debit,3/18/17
1339,777.00,149.00,1,cash,3/17/17
1340,747.00,387.00,3,cash,3/24/17
1341,808.00,202.00,2,credit_card,3/1/17
1342,967.00,202.00,2,cash,3/9/17
1343,821.00,459.00,3,debit,3/18/17
1344,953.00,402.00,3,credit_card,3/8/17
1345,897.00,519.00,3,cash,3/7/17
1346,914.00,262.00,2,credit_card,3/26/17
1347,764.00,444.00,4,cash,3/20/17
1348,943.00,130.00,1,credit_card,3/9/17
1349,784.00,480.00,3,credit_card,3/23/17
1350,761.00,356.00,2,cash,3/4/17
1351,843.00,178.00,1,cash,3/2/17
1352,757.00,320.00,2,cash,3/15/17
1353,716.00,390.00,3,debit,3/15/17
1354,700.00,579.00,3,cash,3/7/17
1355,755.00,129.00,1,debit,3/29/17
1356,980.00,381.00,3,cash,3/17/17
1357,770.00,292.00,2,cash,3/19/17
1358,848.00,519.00,3,cash,3/29/17
1359,728.00,148.00,1,cash,3/16/17
1360,872.00,131.00,1,cash,3/3/17
1361,920.00,338.00,2,credit_card,3/26/17
1362,846.00,570.00,3,cash,3/21/17
1363,607.00,704000.00,2000,credit_card,3/15/17
1364,942.00,176.00,1,credit_card,3/18/17
1365,797.00,1760.00,5,cash,3/10/17
1366,790.00,254.00,2,debit,3/8/17
1367,977.00,178.00,1,cash,3/7/17
1368,926.00,1408.00,4,cash,3/13/17
1369,943.00,486.00,3,credit_card,3/1/17
1370,979.00,161.00,1,cash,3/27/17
1371,919.00,162.00,1,credit_card,3/2/17
1372,707.00,480.00,3,cash,3/5/17
1373,884.00,129.00,1,debit,3/2/17
1374,880.00,308.00,2,debit,3/21/17
1375,789.00,486.00,3,cash,3/11/17
1376,924.00,328.00,2,credit_card,3/2/17
1377,778.00,112.00,1,debit,3/14/17
1378,889.00,158.00,1,debit,3/27/17
1379,852.00,528.00,3,credit_card,3/5/17
1380,913.00,112.00,1,credit_card,3/19/17
1381,967.00,129.00,1,cash,3/6/17
1382,996.00,132.00,1,cash,3/23/17
1383,751.00,262.00,2,debit,3/7/17
1384,819.00,338.00,2,credit_card,3/16/17
1385,867.00,25725.00,1,cash,3/17/17
1386,863.00,568.00,4,credit_card,3/26/17
1387,981.00,190.00,1,credit_card,3/2/17
1388,969.00,162.00,1,credit_card,3/29/17
1389,738.00,272.00,2,debit,3/27/17
1390,868.00,234.00,2,cash,3/27/17
1391,935.00,153.00,1,credit_card,3/2/17
1392,811.00,480.00,3,credit_card,3/19/17
1393,867.00,101.00,1,cash,3/29/17
1394,858.00,306.00,2,debit,3/20/17
1395,810.00,144.00,1,credit_card,3/15/17
1396,945.00,435.00,3,debit,3/10/17
1397,853.00,308.00,2,cash,3/2/17
1398,874.00,146.00,1,debit,3/8/17
1399,749.00,130.00,1,debit,3/21/17
1400,886.00,262.00,2,credit_card,3/10/17
1401,981.00,153.00,1,cash,3/24/17
1402,705.00,260.00,2,debit,3/16/17
1403,790.00,118.00,1,debit,3/1/17
1404,845.00,236.00,2,debit,3/7/17
1405,998.00,114.00,1,credit_card,3/17/17
1406,844.00,346.00,2,credit_card,3/11/17
1407,985.00,704.00,4,credit_card,3/5/17
1408,915.00,112.00,1,credit_card,3/16/17
1409,807.00,156.00,1,cash,3/7/17
1410,972.00,444.00,4,credit_card,3/21/17
1411,832.00,162.00,1,debit,3/13/17
1412,905.00,386.00,2,cash,3/14/17
1413,818.00,114.00,1,cash,3/10/17
1414,967.00,118.00,1,cash,3/6/17
1415,923.00,177.00,1,credit_card,3/11/17
1416,911.00,290.00,2,debit,3/9/17
1417,718.00,384.00,3,credit_card,3/21/17
1418,874.00,588.00,3,cash,3/4/17
1419,971.00,420.00,3,credit_card,3/12/17
1420,912.00,25725.00,1,cash,3/30/17
1421,894.00,284.00,2,cash,3/26/17
1422,975.00,312.00,2,debit,3/13/17
1423,965.00,306.00,2,debit,3/12/17
1424,793.00,118.00,1,cash,3/8/17
1425,744.00,316.00,2,cash,3/15/17
1426,740.00,133.00,1,cash,3/16/17
1427,942.00,336.00,3,credit_card,3/11/17
1428,965.00,552.00,4,credit_card,3/18/17
1429,784.00,459.00,3,credit_card,3/28/17
1430,812.00,459.00,3,credit_card,3/29/17
1431,830.00,112.00,1,debit,3/25/17
1432,882.00,326.00,2,credit_card,3/28/17
1433,879.00,354.00,2,cash,3/2/17
1434,966.00,306.00,2,credit_card,3/27/17
1435,861.00,312.00,2,cash,3/27/17
1436,743.00,459.00,3,cash,3/23/17
1437,607.00,704000.00,2000,credit_card,3/11/17
1438,872.00,284.00,2,debit,3/9/17
1439,728.00,386.00,2,credit_card,3/9/17
1440,736.00,426.00,3,credit_card,3/30/17
1441,768.00,262.00,2,cash,3/19/17
1442,723.00,134.00,1,debit,3/1/17
1443,822.00,290.00,2,debit,3/30/17
1444,780.00,561.00,3,cash,3/12/17
1445,916.00,156.00,1,credit_card,3/8/17
1446,871.00,148.00,1,debit,3/3/17
1447,806.00,351.00,3,debit,3/23/17
1448,728.00,127.00,1,credit_card,3/29/17
1449,913.00,338.00,2,credit_card,3/27/17
1450,905.00,322.00,2,debit,3/16/17
1451,894.00,161.00,1,cash,3/10/17
1452,756.00,294.00,2,credit_card,3/10/17
1453,812.00,25725.00,1,credit_card,3/17/17
1454,967.00,561.00,3,credit_card,3/3/17
1455,978.00,94.00,1,credit_card,3/7/17
1456,821.00,640.00,4,credit_card,3/11/17
1457,935.00,254.00,2,cash,3/9/17
1458,890.00,181.00,1,credit_card,3/7/17
1459,779.00,134.00,1,debit,3/9/17
1460,761.00,468.00,3,debit,3/10/17
1461,954.00,173.00,1,cash,3/28/17
1462,876.00,169.00,1,credit_card,3/16/17
1463,791.00,224.00,2,debit,3/14/17
1464,747.00,489.00,3,cash,3/26/17
1465,766.00,128.00,1,debit,3/22/17
1466,971.00,264.00,2,debit,3/19/17
1467,710.00,616.00,4,credit_card,3/13/17
1468,745.00,112.00,1,cash,3/14/17
1469,964.00,258.00,2,debit,3/5/17
1470,729.00,153.00,1,cash,3/26/17
1471,793.00,356.00,2,debit,3/7/17
1472,907.00,1408.00,4,debit,3/12/17
1473,922.00,131.00,1,debit,3/24/17
1474,773.00,131.00,1,debit,3/4/17
1475,815.00,142.00,1,cash,3/30/17
1476,842.00,181.00,1,cash,3/17/17
1477,894.00,354.00,3,credit_card,3/28/17
1478,870.00,122.00,1,credit_card,3/30/17
1479,774.00,156.00,1,debit,3/22/17
1480,938.00,480.00,3,debit,3/1/17
1481,853.00,161.00,1,cash,3/10/17
1482,824.00,222.00,2,debit,3/12/17
1483,885.00,447.00,3,debit,3/27/17
1484,824.00,332.00,2,credit_card,3/26/17
1485,702.00,765.00,5,credit_card,3/3/17
1486,799.00,142.00,1,credit_card,3/22/17
1487,741.00,184.00,1,credit_card,3/11/17
1488,739.00,160.00,1,credit_card,3/8/17
1489,898.00,330.00,2,credit_card,3/12/17
1490,734.00,153.00,1,credit_card,3/30/17
1491,995.00,181.00,1,cash,3/8/17
1492,734.00,176.00,1,cash,3/28/17
1493,894.00,117.00,1,credit_card,3/2/17
1494,796.00,312.00,2,cash,3/18/17
1495,745.00,560.00,5,credit_card,3/18/17
1496,872.00,258.00,2,debit,3/28/17
1497,810.00,531.00,3,cash,3/23/17
1498,752.00,386.00,2,credit_card,3/25/17
1499,784.00,459.00,3,debit,3/17/17
1500,781.00,181.00,1,debit,3/1/17
1501,824.00,708.00,4,cash,3/6/17
1502,988.00,133.00,1,credit_card,3/24/17
1503,778.00,656.00,4,cash,3/12/17
1504,904.00,736.00,4,debit,3/6/17
1505,948.00,161.00,1,credit_card,3/7/17
1506,872.00,328.00,2,credit_card,3/12/17
1507,996.00,374.00,2,debit,3/17/17
1508,874.00,399.00,3,credit_card,3/16/17
1509,748.00,224.00,2,debit,3/13/17
1510,720.00,402.00,2,credit_card,3/24/17
1511,930.00,354.00,3,credit_card,3/2/17
1512,969.00,342.00,3,credit_card,3/10/17
1513,946.00,352.00,1,debit,3/24/17
1514,918.00,176.00,1,cash,3/17/17
1515,718.00,258.00,2,credit_card,3/13/17
1516,946.00,568.00,4,credit_card,3/27/17
1517,761.00,187.00,1,debit,3/27/17
1518,931.00,459.00,3,debit,3/18/17
1519,710.00,145.00,1,cash,3/15/17
1520,906.00,148.00,1,debit,3/11/17
1521,756.00,704.00,2,debit,3/22/17
1522,847.00,129.00,1,debit,3/23/17
1523,761.00,320.00,2,debit,3/27/17
1524,892.00,306.00,2,cash,3/8/17
1525,785.00,528.00,3,credit_card,3/6/17
1526,943.00,312.00,2,debit,3/23/17
1527,770.00,224.00,2,credit_card,3/12/17
1528,847.00,145.00,1,debit,3/21/17
1529,747.00,616.00,4,debit,3/10/17
1530,810.00,51450.00,2,cash,3/29/17
1531,792.00,244.00,2,cash,3/3/17
1532,909.00,177.00,1,debit,3/25/17
1533,778.00,480.00,3,cash,3/10/17
1534,955.00,612.00,4,debit,3/15/17
1535,777.00,284.00,2,cash,3/9/17
1536,881.00,173.00,1,credit_card,3/24/17
1537,947.00,193.00,1,debit,3/4/17
1538,750.00,543.00,3,credit_card,3/11/17
1539,743.00,236.00,2,credit_card,3/14/17
1540,897.00,142.00,1,credit_card,3/9/17
1541,987.00,362.00,2,cash,3/25/17
1542,991.00,187.00,1,debit,3/17/17
1543,940.00,328.00,2,credit_card,3/14/17
1544,966.00,492.00,3,credit_card,3/25/17
1545,794.00,122.00,1,credit_card,3/24/17
1546,982.00,489.00,3,debit,3/20/17
1547,747.00,158.00,1,debit,3/1/17
1548,820.00,380.00,2,cash,3/26/17
1549,873.00,117.00,1,cash,3/16/17
1550,889.00,160.00,1,credit_card,3/12/17
1551,759.00,408.00,3,cash,3/21/17
1552,763.00,399.00,3,cash,3/3/17
1553,751.00,195.00,1,cash,3/21/17
1554,735.00,312.00,2,cash,3/6/17
1555,708.00,489.00,3,cash,3/18/17
1556,781.00,531.00,3,debit,3/23/17
1557,890.00,692.00,4,debit,3/7/17
1558,893.00,153.00,1,credit_card,3/4/17
1559,974.00,244.00,2,credit_card,3/29/17
1560,781.00,153.00,1,credit_card,3/5/17
1561,773.00,448.00,4,credit_card,3/18/17
1562,980.00,156.00,1,debit,3/10/17
1563,607.00,704000.00,2000,credit_card,3/19/17
1564,934.00,960.00,6,debit,3/23/17
1565,836.00,128.00,1,credit_card,3/8/17
1566,871.00,374.00,2,credit_card,3/9/17
1567,722.00,222.00,2,cash,3/30/17
1568,753.00,402.00,2,cash,3/28/17
1569,866.00,320.00,2,credit_card,3/8/17
1570,755.00,306.00,2,cash,3/11/17
1571,972.00,519.00,3,debit,3/11/17
1572,913.00,435.00,3,cash,3/23/17
1573,800.00,169.00,1,credit_card,3/5/17
1574,787.00,320.00,2,debit,3/13/17
1575,976.00,326.00,2,credit_card,3/16/17
1576,878.00,290.00,2,cash,3/7/17
1577,923.00,330.00,2,credit_card,3/28/17
1578,718.00,704.00,4,debit,3/9/17
1579,847.00,173.00,1,credit_card,3/3/17
1580,727.00,161.00,1,credit_card,3/26/17
1581,968.00,164.00,1,debit,3/8/17
1582,921.00,290.00,2,credit_card,3/4/17
1583,814.00,312.00,2,credit_card,3/21/17
1584,933.00,145.00,1,cash,3/22/17
1585,759.00,116.00,1,debit,3/21/17
1586,863.00,173.00,1,cash,3/1/17
1587,968.00,320.00,2,credit_card,3/29/17
1588,833.00,480.00,3,debit,3/17/17
1589,895.00,262.00,2,cash,3/8/17
1590,758.00,94.00,1,credit_card,3/22/17
1591,954.00,176.00,1,cash,3/4/17
1592,978.00,195.00,1,debit,3/10/17
1593,755.00,351.00,3,debit,3/13/17
1594,948.00,338.00,2,cash,3/20/17
1595,749.00,592.00,4,credit_card,3/29/17
1596,739.00,149.00,1,debit,3/16/17
1597,793.00,131.00,1,credit_card,3/30/17
1598,719.00,158.00,1,cash,3/15/17
1599,889.00,112.00,1,credit_card,3/14/17
1600,868.00,272.00,2,cash,3/25/17
1601,748.00,268.00,2,credit_card,3/23/17
1602,944.00,117.00,1,credit_card,3/6/17
1603,607.00,704000.00,2000,credit_card,3/17/17
1604,800.00,354.00,2,credit_card,3/14/17
1605,764.00,181.00,1,debit,3/12/17
1606,978.00,256.00,2,credit_card,3/28/17
1607,833.00,296.00,2,cash,3/3/17
1608,931.00,136.00,1,credit_card,3/9/17
1609,864.00,156.00,1,credit_card,3/1/17
1610,923.00,296.00,2,credit_card,3/9/17
1611,941.00,260.00,2,cash,3/1/17
1612,711.00,161.00,1,debit,3/5/17
1613,796.00,712.00,4,credit_card,3/20/17
1614,792.00,156.00,1,credit_card,3/10/17
1615,753.00,308.00,2,credit_card,3/18/17
1616,963.00,156.00,1,cash,3/3/17
1617,971.00,312.00,2,debit,3/8/17
1618,868.00,118.00,1,debit,3/21/17
1619,952.00,344.00,2,debit,3/1/17
1620,834.00,336.00,2,debit,3/5/17
1621,885.00,160.00,1,cash,3/14/17
1622,797.00,306.00,2,credit_card,3/18/17
1623,845.00,346.00,2,debit,3/25/17
1624,885.00,402.00,3,debit,3/13/17
1625,969.00,153.00,1,credit_card,3/4/17
1626,731.00,354.00,3,cash,3/11/17
1627,852.00,612.00,4,credit_card,3/6/17
1628,946.00,176.00,1,credit_card,3/8/17
1629,982.00,800.00,5,debit,3/10/17
1630,967.00,162.00,1,cash,3/21/17
1631,712.00,161.00,1,credit_card,3/24/17
1632,785.00,704.00,4,credit_card,3/22/17
1633,834.00,330.00,2,cash,3/27/17
1634,942.00,330.00,2,cash,3/7/17
1635,780.00,390.00,3,credit_card,3/28/17
1636,919.00,392.00,2,cash,3/28/17
1637,798.00,130.00,1,credit_card,3/27/17
1638,992.00,441.00,3,cash,3/25/17
1639,819.00,190.00,1,credit_card,3/10/17
1640,784.00,692.00,4,debit,3/9/17
1641,931.00,280.00,2,cash,3/15/17
1642,794.00,399.00,3,cash,3/2/17
1643,982.00,387.00,3,cash,3/24/17
1644,875.00,101.00,1,credit_card,3/17/17
1645,858.00,156.00,1,debit,3/17/17
1646,710.00,118.00,1,cash,3/28/17
1647,735.00,468.00,3,debit,3/25/17
1648,807.00,138.00,1,cash,3/6/17
1649,789.00,117.00,1,cash,3/20/17
1650,798.00,420.00,3,cash,3/6/17
1651,743.00,138.00,1,cash,3/22/17
1652,783.00,468.00,3,debit,3/20/17
1653,883.00,272.00,2,credit_card,3/24/17
1654,799.00,316.00,2,credit_card,3/25/17
1655,814.00,268.00,2,credit_card,3/11/17
1656,966.00,112.00,1,cash,3/12/17
1657,860.00,172.00,1,debit,3/24/17
1658,730.00,504.00,3,cash,3/17/17
1659,762.00,127.00,1,credit_card,3/2/17
1660,738.00,180.00,2,cash,3/11/17
1661,883.00,483.00,3,debit,3/22/17
1662,874.00,268.00,2,cash,3/4/17
1663,813.00,260.00,2,debit,3/28/17
1664,813.00,516.00,3,debit,3/30/17
1665,936.00,390.00,3,debit,3/9/17
1666,855.00,306.00,2,cash,3/22/17
1667,895.00,153.00,1,credit_card,3/11/17
1668,885.00,101.00,1,credit_card,3/28/17
1669,714.00,262.00,2,debit,3/2/17
1670,797.00,488.00,4,credit_card,3/13/17
1671,964.00,156.00,1,credit_card,3/11/17
1672,804.00,536.00,4,cash,3/28/17
1673,978.00,640.00,4,credit_card,3/10/17
1674,749.00,414.00,3,debit,3/21/17
1675,785.00,543.00,3,cash,3/20/17
1676,924.00,118.00,1,debit,3/5/17
1677,779.00,176.00,1,credit_card,3/21/17
1678,803.00,516.00,4,debit,3/9/17
1679,985.00,111.00,1,debit,3/10/17
1680,936.00,276.00,2,debit,3/24/17
1681,904.00,187.00,1,debit,3/22/17
1682,963.00,161.00,1,cash,3/27/17
1683,960.00,160.00,1,debit,3/7/17
1684,849.00,130.00,1,cash,3/5/17
1685,906.00,122.00,1,debit,3/29/17
1686,818.00,244.00,2,cash,3/30/17
1687,901.00,459.00,3,credit_card,3/1/17
1688,884.00,254.00,2,cash,3/17/17
1689,782.00,142.00,1,debit,3/1/17
1690,872.00,149.00,1,cash,3/22/17
1691,974.00,176.00,1,credit_card,3/18/17
1692,766.00,459.00,3,debit,3/9/17
1693,732.00,426.00,3,debit,3/24/17
1694,742.00,190.00,1,debit,3/18/17
1695,749.00,308.00,2,cash,3/3/17
1696,857.00,448.00,4,credit_card,3/10/17
1697,765.00,333.00,3,credit_card,3/29/17
1698,905.00,161.00,1,credit_card,3/26/17
1699,986.00,258.00,2,debit,3/29/17
1700,819.00,489.00,3,debit,3/24/17
1701,975.00,156.00,1,credit_card,3/13/17
1702,910.00,298.00,2,cash,3/18/17
1703,774.00,336.00,3,debit,3/13/17
1704,977.00,544.00,4,credit_card,3/20/17
1705,760.00,171.00,1,debit,3/22/17
1706,982.00,160.00,1,cash,3/7/17
1707,993.00,187.00,1,credit_card,3/15/17
1708,725.00,342.00,2,debit,3/22/17
1709,956.00,266.00,2,credit_card,3/20/17
1710,795.00,187.00,1,debit,3/25/17
1711,933.00,133.00,1,credit_card,3/24/17
1712,726.00,236.00,2,credit_card,3/21/17
1713,777.00,390.00,3,debit,3/24/17
1714,985.00,138.00,1,debit,3/7/17
1715,933.00,176.00,1,credit_card,3/10/17
1716,786.00,320.00,2,credit_card,3/13/17
1717,858.00,312.00,2,credit_card,3/16/17
1718,825.00,112.00,1,credit_card,3/17/17
1719,830.00,468.00,3,credit_card,3/26/17
1720,871.00,94.00,1,cash,3/6/17
1721,834.00,168.00,1,debit,3/30/17
1722,848.00,224.00,2,cash,3/10/17
1723,906.00,332.00,2,credit_card,3/21/17
1724,996.00,228.00,2,cash,3/24/17
1725,829.00,374.00,2,debit,3/18/17
1726,975.00,171.00,1,credit_card,3/28/17
1727,860.00,171.00,1,cash,3/4/17
1728,965.00,480.00,3,credit_card,3/5/17
1729,845.00,112.00,1,debit,3/11/17
1730,787.00,543.00,3,credit_card,3/27/17
1731,787.00,272.00,2,credit_card,3/8/17
1732,945.00,165.00,1,debit,3/21/17
1733,903.00,272.00,2,debit,3/27/17
1734,782.00,127.00,1,cash,3/19/17
1735,874.00,296.00,2,cash,3/29/17
1736,934.00,354.00,2,debit,3/11/17
1737,937.00,561.00,3,credit_card,3/6/17
1738,708.00,260.00,2,credit_card,3/30/17
1739,988.00,316.00,2,debit,3/10/17
1740,811.00,268.00,2,cash,3/30/17
1741,860.00,346.00,2,debit,3/7/17
1742,910.00,268.00,2,cash,3/1/17
1743,730.00,387.00,3,cash,3/14/17
1744,920.00,354.00,2,cash,3/22/17
1745,720.00,332.00,2,debit,3/21/17
1746,723.00,228.00,2,debit,3/30/17
1747,963.00,435.00,3,credit_card,3/9/17
1748,872.00,176.00,1,credit_card,3/14/17
1749,781.00,495.00,3,debit,3/2/17
1750,839.00,561.00,3,cash,3/20/17
1751,778.00,280.00,2,cash,3/18/17
1752,869.00,306.00,2,debit,3/2/17
1753,884.00,136.00,1,cash,3/20/17
1754,884.00,306.00,2,cash,3/2/17
1755,755.00,266.00,2,cash,3/2/17
1756,941.00,181.00,1,cash,3/1/17
1757,808.00,169.00,1,cash,3/13/17
1758,961.00,156.00,1,cash,3/28/17
1759,738.00,326.00,2,cash,3/1/17
1760,712.00,640.00,4,credit_card,3/4/17
1761,786.00,178.00,1,cash,3/10/17
1762,737.00,118.00,1,cash,3/2/17
1763,825.00,114.00,1,credit_card,3/6/17
1764,845.00,272.00,2,debit,3/6/17
1765,789.00,804.00,4,debit,3/3/17
1766,797.00,169.00,1,cash,3/10/17
1767,852.00,166.00,1,debit,3/14/17
1768,928.00,356.00,2,cash,3/24/17
1769,800.00,480.00,3,cash,3/22/17
1770,930.00,118.00,1,cash,3/27/17
1771,711.00,181.00,1,credit_card,3/11/17
1772,825.00,312.00,2,cash,3/26/17
1773,847.00,133.00,1,cash,3/14/17
1774,864.00,131.00,1,debit,3/22/17
1775,791.00,468.00,3,debit,3/9/17
1776,711.00,116.00,1,debit,3/18/17
1777,767.00,282.00,3,credit_card,3/18/17
1778,921.00,489.00,3,debit,3/24/17
1779,974.00,266.00,2,credit_card,3/8/17
1780,786.00,133.00,1,debit,3/13/17
1781,868.00,163.00,1,cash,3/14/17
1782,842.00,222.00,2,credit_card,3/6/17
1783,770.00,294.00,2,credit_card,3/27/17
1784,994.00,356.00,2,cash,3/28/17
1785,931.00,158.00,1,debit,3/3/17
1786,825.00,489.00,3,cash,3/23/17
1787,818.00,346.00,2,credit_card,3/6/17
1788,710.00,134.00,1,credit_card,3/30/17
1789,816.00,195.00,1,debit,3/19/17
1790,891.00,528.00,3,cash,3/9/17
1791,941.00,312.00,2,debit,3/3/17
1792,841.00,352.00,2,debit,3/12/17
1793,762.00,280.00,2,debit,3/27/17
1794,949.00,260.00,2,debit,3/2/17
1795,846.00,129.00,1,debit,3/4/17
1796,795.00,160.00,1,debit,3/17/17
1797,721.00,354.00,3,credit_card,3/27/17
1798,817.00,131.00,1,credit_card,3/9/17
1799,945.00,596.00,4,credit_card,3/25/17
1800,774.00,153.00,1,credit_card,3/5/17
1801,849.00,290.00,2,debit,3/24/17
1802,791.00,303.00,3,cash,3/30/17
1803,850.00,282.00,3,cash,3/8/17
1804,840.00,181.00,1,cash,3/12/17
1805,794.00,111.00,1,debit,3/27/17
1806,727.00,306.00,2,debit,3/27/17
1807,995.00,356.00,2,cash,3/28/17
1808,908.00,128.00,1,cash,3/28/17
1809,925.00,344.00,2,cash,3/4/17
1810,934.00,474.00,3,debit,3/29/17
1811,787.00,352.00,2,credit_card,3/25/17
1812,912.00,258.00,2,cash,3/15/17
1813,873.00,232.00,2,cash,3/12/17
1814,876.00,187.00,1,cash,3/21/17
1815,986.00,156.00,1,cash,3/16/17
1816,718.00,168.00,1,debit,3/3/17
1817,788.00,181.00,1,debit,3/5/17
1818,852.00,164.00,1,cash,3/5/17
1819,732.00,145.00,1,credit_card,3/22/17
1820,910.00,579.00,3,cash,3/1/17
1821,868.00,322.00,2,cash,3/16/17
1822,944.00,492.00,3,debit,3/28/17
1823,843.00,652.00,4,credit_card,3/12/17
1824,763.00,201.00,1,credit_card,3/6/17
1825,705.00,474.00,3,debit,3/13/17
1826,808.00,374.00,2,credit_card,3/14/17
1827,702.00,262.00,2,debit,3/10/17
1828,840.00,324.00,2,debit,3/7/17
1829,781.00,146.00,1,cash,3/16/17
1830,714.00,164.00,1,debit,3/7/17
1831,923.00,543.00,3,debit,3/9/17
1832,739.00,519.00,3,credit_card,3/22/17
1833,874.00,164.00,1,cash,3/9/17
1834,878.00,153.00,1,credit_card,3/6/17
1835,938.00,402.00,3,credit_card,3/29/17
1836,742.00,116.00,1,cash,3/4/17
1837,871.00,408.00,3,cash,3/28/17
1838,764.00,178.00,1,cash,3/19/17
1839,980.00,352.00,2,cash,3/30/17
1840,822.00,173.00,1,credit_card,3/5/17
1841,909.00,184.00,1,debit,3/29/17
1842,785.00,158.00,1,debit,3/2/17
1843,985.00,187.00,1,cash,3/13/17
1844,987.00,90.00,1,debit,3/6/17
1845,720.00,531.00,3,credit_card,3/12/17
1846,733.00,489.00,3,cash,3/23/17
1847,896.00,130.00,1,debit,3/2/17
1848,897.00,348.00,3,debit,3/3/17
1849,822.00,284.00,2,credit_card,3/1/17
1850,792.00,131.00,1,credit_card,3/27/17
1851,717.00,272.00,2,cash,3/24/17
1852,894.00,163.00,1,cash,3/2/17
1853,730.00,322.00,2,cash,3/8/17
1854,800.00,148.00,1,cash,3/3/17
